"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"05.01.2017 12:30 - 05.01.2017 12:45","11606","12182"
"05.01.2017 12:45 - 05.01.2017 13:00","11537","12147"
"05.01.2017 13:00 - 05.01.2017 13:15","11597","12105"
"05.01.2017 13:15 - 05.01.2017 13:30","11529","12022"
"05.01.2017 13:30 - 05.01.2017 13:45","11528","12066"
"05.01.2017 13:45 - 05.01.2017 14:00","11501","11999"
"05.01.2017 14:00 - 05.01.2017 14:15","11379","11932"
"05.01.2017 14:15 - 05.01.2017 14:30","11366","11799"
"05.01.2017 14:30 - 05.01.2017 14:45","11326","11891"
"05.01.2017 14:45 - 05.01.2017 15:00","11339","11902"
"05.01.2017 15:00 - 05.01.2017 15:15","11283","12040"
"05.01.2017 15:15 - 05.01.2017 15:30","11251","12165"
"05.01.2017 15:30 - 05.01.2017 15:45","11254","12000"
"05.01.2017 15:45 - 05.01.2017 16:00","11287","12089"
"05.01.2017 16:00 - 05.01.2017 16:15","11174","12036"
"05.01.2017 16:15 - 05.01.2017 16:30","11207","12159"
"05.01.2017 16:30 - 05.01.2017 16:45","11305","12195"
"05.01.2017 16:45 - 05.01.2017 17:00","11507","12342"
"05.01.2017 17:00 - 05.01.2017 17:15","11696","12696"
"05.01.2017 17:15 - 05.01.2017 17:30","11847","12823"
"05.01.2017 17:30 - 05.01.2017 17:45","11987","12970"
"05.01.2017 17:45 - 05.01.2017 18:00","12068","13264"
"05.01.2017 18:00 - 05.01.2017 18:15","12262","13177"
"05.01.2017 18:15 - 05.01.2017 18:30","12174","13170"
"05.01.2017 18:30 - 05.01.2017 18:45","12100","12978"
"05.01.2017 18:45 - 05.01.2017 19:00","12018","12876"
"05.01.2017 19:00 - 05.01.2017 19:15","12030","12718"
"05.01.2017 19:15 - 05.01.2017 19:30","11867","12603"
"05.01.2017 19:30 - 05.01.2017 19:45","11717","12571"
"05.01.2017 19:45 - 05.01.2017 20:00","11612","12439"
"05.01.2017 20:00 - 05.01.2017 20:15","11560","12296"
"05.01.2017 20:15 - 05.01.2017 20:30","11408","12246"
"05.01.2017 20:30 - 05.01.2017 20:45","11250","11945"
"05.01.2017 20:45 - 05.01.2017 21:00","11135","11813"
"05.01.2017 21:00 - 05.01.2017 21:15","10951","11696"
"05.01.2017 21:15 - 05.01.2017 21:30","10836","11616"
"05.01.2017 21:30 - 05.01.2017 21:45","10724","11491"
"05.01.2017 21:45 - 05.01.2017 22:00","10638","11493"
"05.01.2017 22:00 - 05.01.2017 22:15","10772","11729"
"05.01.2017 22:15 - 05.01.2017 22:30","10961","11905"
"05.01.2017 22:30 - 05.01.2017 22:45","11038","11839"
"05.01.2017 22:45 - 05.01.2017 23:00","10972","12052"
"05.01.2017 23:00 - 05.01.2017 23:15","11089","12136"
"05.01.2017 23:15 - 05.01.2017 23:30","10980","12056"
"05.01.2017 23:30 - 05.01.2017 23:45","10835","11745"
"05.01.2017 23:45 - 06.01.2017 00:00","10665","11549"
"06.01.2017 00:00 - 06.01.2017 00:15","10529","11565"
"06.01.2017 00:15 - 06.01.2017 00:30","10388","11416"
"06.01.2017 00:30 - 06.01.2017 00:45","10283","11369"
"06.01.2017 00:45 - 06.01.2017 01:00","10148","11279"
"06.01.2017 01:00 - 06.01.2017 01:15","10489","11160"
"06.01.2017 01:15 - 06.01.2017 01:30","10334","10959"
"06.01.2017 01:30 - 06.01.2017 01:45","10204","10951"
"06.01.2017 01:45 - 06.01.2017 02:00","10075","10942"
"06.01.2017 02:00 - 06.01.2017 02:15","9990","10723"
"06.01.2017 02:15 - 06.01.2017 02:30","9924","10592"
"06.01.2017 02:30 - 06.01.2017 02:45","9850","10557"
"06.01.2017 02:45 - 06.01.2017 03:00","9751","10503"
"06.01.2017 03:00 - 06.01.2017 03:15","9688","10375"
"06.01.2017 03:15 - 06.01.2017 03:30","9656","10366"
"06.01.2017 03:30 - 06.01.2017 03:45","9616","10320"
"06.01.2017 03:45 - 06.01.2017 04:00","9546","10264"
"06.01.2017 04:00 - 06.01.2017 04:15","9579","10301"
"06.01.2017 04:15 - 06.01.2017 04:30","9573","10344"
"06.01.2017 04:30 - 06.01.2017 04:45","9586","10294"
"06.01.2017 04:45 - 06.01.2017 05:00","9612","10385"
"06.01.2017 05:00 - 06.01.2017 05:15","9664","10429"
"06.01.2017 05:15 - 06.01.2017 05:30","9713","10572"
"06.01.2017 05:30 - 06.01.2017 05:45","9820","10711"
"06.01.2017 05:45 - 06.01.2017 06:00","10000","10732"
"06.01.2017 06:00 - 06.01.2017 06:15","10144","11138"
"06.01.2017 06:15 - 06.01.2017 06:30","10352","11294"
"06.01.2017 06:30 - 06.01.2017 06:45","10521","11475"
"06.01.2017 06:45 - 06.01.2017 07:00","10714","11576"
"06.01.2017 07:00 - 06.01.2017 07:15","11074","11652"
"06.01.2017 07:15 - 06.01.2017 07:30","11250","11921"
"06.01.2017 07:30 - 06.01.2017 07:45","11436","12073"
"06.01.2017 07:45 - 06.01.2017 08:00","11627","12201"
"06.01.2017 08:00 - 06.01.2017 08:15","11545","12469"
"06.01.2017 08:15 - 06.01.2017 08:30","11726","12742"
"06.01.2017 08:30 - 06.01.2017 08:45","11785","12674"
"06.01.2017 08:45 - 06.01.2017 09:00","11777","12844"
"06.01.2017 09:00 - 06.01.2017 09:15","11626","12832"
"06.01.2017 09:15 - 06.01.2017 09:30","11697","12904"
"06.01.2017 09:30 - 06.01.2017 09:45","11770","12894"
"06.01.2017 09:45 - 06.01.2017 10:00","11815","12856"
"06.01.2017 10:00 - 06.01.2017 10:15","11775","12888"
"06.01.2017 10:15 - 06.01.2017 10:30","11740","12733"
"06.01.2017 10:30 - 06.01.2017 10:45","11722","12767"
"06.01.2017 10:45 - 06.01.2017 11:00","11749","12755"
"06.01.2017 11:00 - 06.01.2017 11:15","11913","12839"
"06.01.2017 11:15 - 06.01.2017 11:30","11938","12699"
"06.01.2017 11:30 - 06.01.2017 11:45","12038","12788"
"06.01.2017 11:45 - 06.01.2017 12:00","12052","12779"
"06.01.2017 12:00 - 06.01.2017 12:15","12004","12701"
"06.01.2017 12:15 - 06.01.2017 12:30","11890","12479"
"06.01.2017 12:30 - 06.01.2017 12:45","11910","12623"
"06.01.2017 12:45 - 06.01.2017 13:00","11820","12560"
"06.01.2017 13:00 - 06.01.2017 13:15","11874","12440"
"06.01.2017 13:15 - 06.01.2017 13:30","11807","12350"
"06.01.2017 13:30 - 06.01.2017 13:45","11802","12404"
"06.01.2017 13:45 - 06.01.2017 14:00","11772","12405"
"06.01.2017 14:00 - 06.01.2017 14:15","11649","12254"
"06.01.2017 14:15 - 06.01.2017 14:30","11628","12205"
"06.01.2017 14:30 - 06.01.2017 14:45","11612","12049"
"06.01.2017 14:45 - 06.01.2017 15:00","11572","12066"
"06.01.2017 15:00 - 06.01.2017 15:15","11524","12229"
"06.01.2017 15:15 - 06.01.2017 15:30","11501","12225"
"06.01.2017 15:30 - 06.01.2017 15:45","11503","12279"
"06.01.2017 15:45 - 06.01.2017 16:00","11536","12207"
"06.01.2017 16:00 - 06.01.2017 16:15","11347","12147"
"06.01.2017 16:15 - 06.01.2017 16:30","11386","12151"
"06.01.2017 16:30 - 06.01.2017 16:45","11458","12317"
"06.01.2017 16:45 - 06.01.2017 17:00","11658","12523"
"06.01.2017 17:00 - 06.01.2017 17:15","11789","12719"
"06.01.2017 17:15 - 06.01.2017 17:30","11953","13139"
"06.01.2017 17:30 - 06.01.2017 17:45","12097","13099"
"06.01.2017 17:45 - 06.01.2017 18:00","12200","13203"
"06.01.2017 18:00 - 06.01.2017 18:15","12289","13022"
"06.01.2017 18:15 - 06.01.2017 18:30","12220","12948"
"06.01.2017 18:30 - 06.01.2017 18:45","12153","12978"
"06.01.2017 18:45 - 06.01.2017 19:00","12065","12831"
"06.01.2017 19:00 - 06.01.2017 19:15","12054","12588"
"06.01.2017 19:15 - 06.01.2017 19:30","11887","12458"
"06.01.2017 19:30 - 06.01.2017 19:45","11730","12289"
"06.01.2017 19:45 - 06.01.2017 20:00","11622","12224"
"06.01.2017 20:00 - 06.01.2017 20:15","11599","12150"
"06.01.2017 20:15 - 06.01.2017 20:30","11442","11997"
"06.01.2017 20:30 - 06.01.2017 20:45","11283","11859"
"06.01.2017 20:45 - 06.01.2017 21:00","11170","11707"
"06.01.2017 21:00 - 06.01.2017 21:15","10998","11503"
"06.01.2017 21:15 - 06.01.2017 21:30","10916","11356"
"06.01.2017 21:30 - 06.01.2017 21:45","10789","11217"
"06.01.2017 21:45 - 06.01.2017 22:00","10716","11157"
"06.01.2017 22:00 - 06.01.2017 22:15","10902","11429"
"06.01.2017 22:15 - 06.01.2017 22:30","11092","11560"
"06.01.2017 22:30 - 06.01.2017 22:45","11172","11761"
"06.01.2017 22:45 - 06.01.2017 23:00","11110","11850"
"06.01.2017 23:00 - 06.01.2017 23:15","11280","11979"
"06.01.2017 23:15 - 06.01.2017 23:30","11156","11793"
"06.01.2017 23:30 - 06.01.2017 23:45","11007","11721"
"06.01.2017 23:45 - 07.01.2017 00:00","10835","11551"
"07.01.2017 00:00 - 07.01.2017 00:15","10944","11476"
"07.01.2017 00:15 - 07.01.2017 00:30","10808","11354"
"07.01.2017 00:30 - 07.01.2017 00:45","10705","11233"
"07.01.2017 00:45 - 07.01.2017 01:00","10573","11088"
"07.01.2017 01:00 - 07.01.2017 01:15","9982","11002"
"07.01.2017 01:15 - 07.01.2017 01:30","9769","10779"
"07.01.2017 01:30 - 07.01.2017 01:45","9664","10685"
"07.01.2017 01:45 - 07.01.2017 02:00","9517","10522"
"07.01.2017 02:00 - 07.01.2017 02:15","9507","10336"
"07.01.2017 02:15 - 07.01.2017 02:30","9358","10293"
"07.01.2017 02:30 - 07.01.2017 02:45","9287","10204"
"07.01.2017 02:45 - 07.01.2017 03:00","9209","10096"
"07.01.2017 03:00 - 07.01.2017 03:15","9226","10112"
"07.01.2017 03:15 - 07.01.2017 03:30","9191","9967"
"07.01.2017 03:30 - 07.01.2017 03:45","9122","9981"
"07.01.2017 03:45 - 07.01.2017 04:00","9042","9876"
"07.01.2017 04:00 - 07.01.2017 04:15","9169","9825"
"07.01.2017 04:15 - 07.01.2017 04:30","9121","9693"
"07.01.2017 04:30 - 07.01.2017 04:45","9077","9649"
"07.01.2017 04:45 - 07.01.2017 05:00","9081","9672"
"07.01.2017 05:00 - 07.01.2017 05:15","9271","9742"
"07.01.2017 05:15 - 07.01.2017 05:30","9328","9742"
"07.01.2017 05:30 - 07.01.2017 05:45","9365","9778"
"07.01.2017 05:45 - 07.01.2017 06:00","9417","9687"
"07.01.2017 06:00 - 07.01.2017 06:15","9930","9916"
"07.01.2017 06:15 - 07.01.2017 06:30","10032","9940"
"07.01.2017 06:30 - 07.01.2017 06:45","10115","10091"
"07.01.2017 06:45 - 07.01.2017 07:00","10101","9992"
"07.01.2017 07:00 - 07.01.2017 07:15","10063","10079"
"07.01.2017 07:15 - 07.01.2017 07:30","10193","10189"
"07.01.2017 07:30 - 07.01.2017 07:45","10370","10275"
"07.01.2017 07:45 - 07.01.2017 08:00","10522","10450"
"07.01.2017 08:00 - 07.01.2017 08:15","10672","10608"
"07.01.2017 08:15 - 07.01.2017 08:30","10887","10773"
"07.01.2017 08:30 - 07.01.2017 08:45","10963","11011"
"07.01.2017 08:45 - 07.01.2017 09:00","11037","11146"
"07.01.2017 09:00 - 07.01.2017 09:15","11197","11320"
"07.01.2017 09:15 - 07.01.2017 09:30","11340","11472"
"07.01.2017 09:30 - 07.01.2017 09:45","11434","11561"
"07.01.2017 09:45 - 07.01.2017 10:00","11536","11713"
"07.01.2017 10:00 - 07.01.2017 10:15","11542","11782"
"07.01.2017 10:15 - 07.01.2017 10:30","11640","11867"
"07.01.2017 10:30 - 07.01.2017 10:45","11698","12040"
"07.01.2017 10:45 - 07.01.2017 11:00","11690","12043"
"07.01.2017 11:00 - 07.01.2017 11:15","11731","11938"
"07.01.2017 11:15 - 07.01.2017 11:30","11795","12079"
"07.01.2017 11:30 - 07.01.2017 11:45","11885","12044"
"07.01.2017 11:45 - 07.01.2017 12:00","11884","12187"
"07.01.2017 12:00 - 07.01.2017 12:15","11860","12300"
"07.01.2017 12:15 - 07.01.2017 12:30","11800","12163"
"07.01.2017 12:30 - 07.01.2017 12:45","11810","12197"
"07.01.2017 12:45 - 07.01.2017 13:00","11737","12030"
"07.01.2017 13:00 - 07.01.2017 13:15","11640","11994"
"07.01.2017 13:15 - 07.01.2017 13:30","11593","11993"
"07.01.2017 13:30 - 07.01.2017 13:45","11523","11941"
"07.01.2017 13:45 - 07.01.2017 14:00","11465","11856"
"07.01.2017 14:00 - 07.01.2017 14:15","11365","11740"
"07.01.2017 14:15 - 07.01.2017 14:30","11360","11586"
"07.01.2017 14:30 - 07.01.2017 14:45","11304","11686"
"07.01.2017 14:45 - 07.01.2017 15:00","11268","11610"
"07.01.2017 15:00 - 07.01.2017 15:15","11290","11634"
"07.01.2017 15:15 - 07.01.2017 15:30","11290","11556"
"07.01.2017 15:30 - 07.01.2017 15:45","11266","11493"
"07.01.2017 15:45 - 07.01.2017 16:00","11317","11597"
"07.01.2017 16:00 - 07.01.2017 16:15","11283","11574"
"07.01.2017 16:15 - 07.01.2017 16:30","11388","11603"
"07.01.2017 16:30 - 07.01.2017 16:45","11467","11639"
"07.01.2017 16:45 - 07.01.2017 17:00","11732","11799"
"07.01.2017 17:00 - 07.01.2017 17:15","11929","11962"
"07.01.2017 17:15 - 07.01.2017 17:30","12017","12236"
"07.01.2017 17:30 - 07.01.2017 17:45","12042","12413"
"07.01.2017 17:45 - 07.01.2017 18:00","12037","12370"
"07.01.2017 18:00 - 07.01.2017 18:15","12086","12232"
"07.01.2017 18:15 - 07.01.2017 18:30","12021","12186"
"07.01.2017 18:30 - 07.01.2017 18:45","11903","12003"
"07.01.2017 18:45 - 07.01.2017 19:00","11819","12121"
"07.01.2017 19:00 - 07.01.2017 19:15","11736","11972"
"07.01.2017 19:15 - 07.01.2017 19:30","11594","11873"
"07.01.2017 19:30 - 07.01.2017 19:45","11458","11639"
"07.01.2017 19:45 - 07.01.2017 20:00","11367","11493"
"07.01.2017 20:00 - 07.01.2017 20:15","11167","11231"
"07.01.2017 20:15 - 07.01.2017 20:30","11040","11200"
"07.01.2017 20:30 - 07.01.2017 20:45","10938","11199"
"07.01.2017 20:45 - 07.01.2017 21:00","10841","11135"
"07.01.2017 21:00 - 07.01.2017 21:15","10744","10912"
"07.01.2017 21:15 - 07.01.2017 21:30","10637","10888"
"07.01.2017 21:30 - 07.01.2017 21:45","10527","10866"
"07.01.2017 21:45 - 07.01.2017 22:00","10494","10747"
"07.01.2017 22:00 - 07.01.2017 22:15","10473","10815"
"07.01.2017 22:15 - 07.01.2017 22:30","10645","11022"
"07.01.2017 22:30 - 07.01.2017 22:45","10693","11149"
"07.01.2017 22:45 - 07.01.2017 23:00","10745","11066"
"07.01.2017 23:00 - 07.01.2017 23:15","10849","11229"
"07.01.2017 23:15 - 07.01.2017 23:30","10764","11107"
"07.01.2017 23:30 - 07.01.2017 23:45","10593","11074"
"07.01.2017 23:45 - 08.01.2017 00:00","10510","10818"
"08.01.2017 00:00 - 08.01.2017 00:15","10304","10753"
"08.01.2017 00:15 - 08.01.2017 00:30","10168","10722"
"08.01.2017 00:30 - 08.01.2017 00:45","10047","10501"
"08.01.2017 00:45 - 08.01.2017 01:00","9915","10431"
"08.01.2017 01:00 - 08.01.2017 01:15","9550","10371"
"08.01.2017 01:15 - 08.01.2017 01:30","9380","10188"
"08.01.2017 01:30 - 08.01.2017 01:45","9275","9975"
"08.01.2017 01:45 - 08.01.2017 02:00","9150","9934"
"08.01.2017 02:00 - 08.01.2017 02:15","9032","9875"
"08.01.2017 02:15 - 08.01.2017 02:30","8943","9710"
"08.01.2017 02:30 - 08.01.2017 02:45","8853","9637"
"08.01.2017 02:45 - 08.01.2017 03:00","8781","9549"
"08.01.2017 03:00 - 08.01.2017 03:15","8679","9453"
"08.01.2017 03:15 - 08.01.2017 03:30","8629","9359"
"08.01.2017 03:30 - 08.01.2017 03:45","8600","9342"
"08.01.2017 03:45 - 08.01.2017 04:00","8538","9347"
"08.01.2017 04:00 - 08.01.2017 04:15","8580","9285"
"08.01.2017 04:15 - 08.01.2017 04:30","8569","9288"
"08.01.2017 04:30 - 08.01.2017 04:45","8568","9375"
"08.01.2017 04:45 - 08.01.2017 05:00","8559","9307"
"08.01.2017 05:00 - 08.01.2017 05:15","8550","9103"
"08.01.2017 05:15 - 08.01.2017 05:30","8569","9208"
"08.01.2017 05:30 - 08.01.2017 05:45","8606","9261"
"08.01.2017 05:45 - 08.01.2017 06:00","8641","9243"
"08.01.2017 06:00 - 08.01.2017 06:15","8588","9375"
"08.01.2017 06:15 - 08.01.2017 06:30","8674","9278"
"08.01.2017 06:30 - 08.01.2017 06:45","8780","9347"
"08.01.2017 06:45 - 08.01.2017 07:00","8830","9251"
"08.01.2017 07:00 - 08.01.2017 07:15","8679","9389"
"08.01.2017 07:15 - 08.01.2017 07:30","8750","9422"
"08.01.2017 07:30 - 08.01.2017 07:45","8856","9470"
"08.01.2017 07:45 - 08.01.2017 08:00","8910","9439"
"08.01.2017 08:00 - 08.01.2017 08:15","9092","9559"
"08.01.2017 08:15 - 08.01.2017 08:30","9202","9866"
"08.01.2017 08:30 - 08.01.2017 08:45","9247","9822"
"08.01.2017 08:45 - 08.01.2017 09:00","9290","9972"
"08.01.2017 09:00 - 08.01.2017 09:15","9656","10116"
"08.01.2017 09:15 - 08.01.2017 09:30","9754","10270"
"08.01.2017 09:30 - 08.01.2017 09:45","9849","10345"
"08.01.2017 09:45 - 08.01.2017 10:00","9902","10505"
"08.01.2017 10:00 - 08.01.2017 10:15","10094","10615"
"08.01.2017 10:15 - 08.01.2017 10:30","10167","10817"
"08.01.2017 10:30 - 08.01.2017 10:45","10216","10941"
"08.01.2017 10:45 - 08.01.2017 11:00","10263","10862"
"08.01.2017 11:00 - 08.01.2017 11:15","10562","10994"
"08.01.2017 11:15 - 08.01.2017 11:30","10612","11152"
"08.01.2017 11:30 - 08.01.2017 11:45","10679","11214"
"08.01.2017 11:45 - 08.01.2017 12:00","10711","11345"
"08.01.2017 12:00 - 08.01.2017 12:15","10780","11430"
"08.01.2017 12:15 - 08.01.2017 12:30","10772","11349"
"08.01.2017 12:30 - 08.01.2017 12:45","10772","11383"
"08.01.2017 12:45 - 08.01.2017 13:00","10725","11346"
"08.01.2017 13:00 - 08.01.2017 13:15","10600","11257"
"08.01.2017 13:15 - 08.01.2017 13:30","10560","11255"
"08.01.2017 13:30 - 08.01.2017 13:45","10533","11114"
"08.01.2017 13:45 - 08.01.2017 14:00","10462","11098"
"08.01.2017 14:00 - 08.01.2017 14:15","10334","10951"
"08.01.2017 14:15 - 08.01.2017 14:30","10273","10766"
"08.01.2017 14:30 - 08.01.2017 14:45","10239","10843"
"08.01.2017 14:45 - 08.01.2017 15:00","10204","10796"
"08.01.2017 15:00 - 08.01.2017 15:15","10155","10798"
"08.01.2017 15:15 - 08.01.2017 15:30","10141","10776"
"08.01.2017 15:30 - 08.01.2017 15:45","10127","10683"
"08.01.2017 15:45 - 08.01.2017 16:00","10111","10710"
"08.01.2017 16:00 - 08.01.2017 16:15","10064","10750"
"08.01.2017 16:15 - 08.01.2017 16:30","10103","10702"
"08.01.2017 16:30 - 08.01.2017 16:45","10163","10725"
"08.01.2017 16:45 - 08.01.2017 17:00","10311","10827"
"08.01.2017 17:00 - 08.01.2017 17:15","10522","11170"
"08.01.2017 17:15 - 08.01.2017 17:30","10697","11315"
"08.01.2017 17:30 - 08.01.2017 17:45","10812","11462"
"08.01.2017 17:45 - 08.01.2017 18:00","10882","11497"
"08.01.2017 18:00 - 08.01.2017 18:15","11145","11603"
"08.01.2017 18:15 - 08.01.2017 18:30","11167","11665"
"08.01.2017 18:30 - 08.01.2017 18:45","11121","11635"
"08.01.2017 18:45 - 08.01.2017 19:00","11074","11619"
"08.01.2017 19:00 - 08.01.2017 19:15","11121","11505"
"08.01.2017 19:15 - 08.01.2017 19:30","11047","11548"
"08.01.2017 19:30 - 08.01.2017 19:45","10982","11492"
"08.01.2017 19:45 - 08.01.2017 20:00","10890","11366"
"08.01.2017 20:00 - 08.01.2017 20:15","10832","11240"
"08.01.2017 20:15 - 08.01.2017 20:30","10770","11275"
"08.01.2017 20:30 - 08.01.2017 20:45","10704","11052"
"08.01.2017 20:45 - 08.01.2017 21:00","10601","10966"
"08.01.2017 21:00 - 08.01.2017 21:15","10207","10826"
"08.01.2017 21:15 - 08.01.2017 21:30","10160","10731"
"08.01.2017 21:30 - 08.01.2017 21:45","10092","10685"
"08.01.2017 21:45 - 08.01.2017 22:00","10008","10464"
"08.01.2017 22:00 - 08.01.2017 22:15","10149","10513"
"08.01.2017 22:15 - 08.01.2017 22:30","10306","10662"
"08.01.2017 22:30 - 08.01.2017 22:45","10330","10797"
"08.01.2017 22:45 - 08.01.2017 23:00","10276","10640"
"08.01.2017 23:00 - 08.01.2017 23:15","10407","10740"
"08.01.2017 23:15 - 08.01.2017 23:30","10280","10609"
"08.01.2017 23:30 - 08.01.2017 23:45","10138","10468"
"08.01.2017 23:45 - 09.01.2017 00:00","9996","10417"
"09.01.2017 00:00 - 09.01.2017 00:15","9805","10257"
"09.01.2017 00:15 - 09.01.2017 00:30","9641","10171"
"09.01.2017 00:30 - 09.01.2017 00:45","9498","10141"
"09.01.2017 00:45 - 09.01.2017 01:00","9351","9956"
"09.01.2017 01:00 - 09.01.2017 01:15","9445","9776"
"09.01.2017 01:15 - 09.01.2017 01:30","9277","9723"
"09.01.2017 01:30 - 09.01.2017 01:45","9176","9566"
"09.01.2017 01:45 - 09.01.2017 02:00","9052","9490"
"09.01.2017 02:00 - 09.01.2017 02:15","9016","9324"
"09.01.2017 02:15 - 09.01.2017 02:30","8927","9315"
"09.01.2017 02:30 - 09.01.2017 02:45","8838","9334"
"09.01.2017 02:45 - 09.01.2017 03:00","8764","9340"
"09.01.2017 03:00 - 09.01.2017 03:15","8773","9216"
"09.01.2017 03:15 - 09.01.2017 03:30","8724","9320"
"09.01.2017 03:30 - 09.01.2017 03:45","8693","9323"
"09.01.2017 03:45 - 09.01.2017 04:00","8627","9234"
"09.01.2017 04:00 - 09.01.2017 04:15","8806","9353"
"09.01.2017 04:15 - 09.01.2017 04:30","8794","9341"
"09.01.2017 04:30 - 09.01.2017 04:45","8792","9321"
"09.01.2017 04:45 - 09.01.2017 05:00","8781","9453"
"09.01.2017 05:00 - 09.01.2017 05:15","9218","9598"
"09.01.2017 05:15 - 09.01.2017 05:30","9236","9755"
"09.01.2017 05:30 - 09.01.2017 05:45","9273","9801"
"09.01.2017 05:45 - 09.01.2017 06:00","9308","10078"
"09.01.2017 06:00 - 09.01.2017 06:15","10410","10668"
"09.01.2017 06:15 - 09.01.2017 06:30","10512","10911"
"09.01.2017 06:30 - 09.01.2017 06:45","10634","11163"
"09.01.2017 06:45 - 09.01.2017 07:00","10690","11524"
"09.01.2017 07:00 - 09.01.2017 07:15","11548","11751"
"09.01.2017 07:15 - 09.01.2017 07:30","11639","11918"
"09.01.2017 07:30 - 09.01.2017 07:45","11778","12149"
"09.01.2017 07:45 - 09.01.2017 08:00","11849","12329"
"09.01.2017 08:00 - 09.01.2017 08:15","12275","12447"
"09.01.2017 08:15 - 09.01.2017 08:30","12424","12560"
"09.01.2017 08:30 - 09.01.2017 08:45","12486","12655"
"09.01.2017 08:45 - 09.01.2017 09:00","12548","12518"
"09.01.2017 09:00 - 09.01.2017 09:15","12339","12415"
"09.01.2017 09:15 - 09.01.2017 09:30","12468","12503"
"09.01.2017 09:30 - 09.01.2017 09:45","12592","12635"
"09.01.2017 09:45 - 09.01.2017 10:00","12661","12628"
"09.01.2017 10:00 - 09.01.2017 10:15","12428","12508"
"09.01.2017 10:15 - 09.01.2017 10:30","12524","12584"
"09.01.2017 10:30 - 09.01.2017 10:45","12585","12561"
"09.01.2017 10:45 - 09.01.2017 11:00","12643","12779"
"09.01.2017 11:00 - 09.01.2017 11:15","12582","12660"
"09.01.2017 11:15 - 09.01.2017 11:30","12642","12694"
"09.01.2017 11:30 - 09.01.2017 11:45","12723","12684"
"09.01.2017 11:45 - 09.01.2017 12:00","12763","12661"
"09.01.2017 12:00 - 09.01.2017 12:15","12462","12452"
"09.01.2017 12:15 - 09.01.2017 12:30","12454","12306"
"09.01.2017 12:30 - 09.01.2017 12:45","12453","12413"
"09.01.2017 12:45 - 09.01.2017 13:00","12396","12446"
"09.01.2017 13:00 - 09.01.2017 13:15","12503","12459"
"09.01.2017 13:15 - 09.01.2017 13:30","12455","12459"
"09.01.2017 13:30 - 09.01.2017 13:45","12422","12446"
"09.01.2017 13:45 - 09.01.2017 14:00","12337","12440"
"09.01.2017 14:00 - 09.01.2017 14:15","12402","12407"
"09.01.2017 14:15 - 09.01.2017 14:30","12328","12426"
"09.01.2017 14:30 - 09.01.2017 14:45","12287","12416"
"09.01.2017 14:45 - 09.01.2017 15:00","12244","12312"
"09.01.2017 15:00 - 09.01.2017 15:15","12297","12340"
"09.01.2017 15:15 - 09.01.2017 15:30","12279","12371"
"09.01.2017 15:30 - 09.01.2017 15:45","12261","12372"
"09.01.2017 15:45 - 09.01.2017 16:00","12242","12490"
"09.01.2017 16:00 - 09.01.2017 16:15","12204","12352"
"09.01.2017 16:15 - 09.01.2017 16:30","12253","12513"
"09.01.2017 16:30 - 09.01.2017 16:45","12324","12467"
"09.01.2017 16:45 - 09.01.2017 17:00","12506","12565"
"09.01.2017 17:00 - 09.01.2017 17:15","12726","12821"
"09.01.2017 17:15 - 09.01.2017 17:30","12934","12964"
"09.01.2017 17:30 - 09.01.2017 17:45","13072","13119"
"09.01.2017 17:45 - 09.01.2017 18:00","13156","13047"
"09.01.2017 18:00 - 09.01.2017 18:15","13048","13051"
